qpid	desc
ZLC12G0030360	chloroplast accumulation movement
ZLC12G0030360	chloroplast avoidance movement
ZLC12G0030390	chromatin remodeling
ZLC12G0030390	regulation of transcription by RNA polymerase II
ZLC12G0030420	defense response to fungus
ZLC12G0030420	chromatin remodeling
ZLC12G0030430	xylan acetylation
ZLC12G0030430	plant-type secondary cell wall biogenesis
ZLC12G0030430	xylan biosynthetic process
ZLC12G0030430	xyloglucan metabolic process
ZLC12G0030480	defense response to other organism
ZLC12G0030510	xylan biosynthetic process
ZLC12G0030510	xylan acetylation
ZLC12G0030510	plant-type secondary cell wall biogenesis
ZLC12G0030510	xyloglucan metabolic process
ZLC12G0030530	chaperone cofactor-dependent protein refolding
ZLC12G0030540	response to endoplasmic reticulum stress
ZLC12G0030540	protein folding
ZLC12G0030550	DNA-templated transcription
ZLC12G0030560	DNA-templated transcription
ZLC12G0030570	phospholipase C-activating G protein-coupled receptor signaling pathway
ZLC12G0030580	phospholipase C-activating G protein-coupled receptor signaling pathway
ZLC12G0030580	glycerolipid metabolic process
ZLC12G0030580	intracellular signal transduction
ZLC12G0030580	leaf development
ZLC12G0030580	root development
ZLC12G0030580	response to wounding
ZLC12G0030580	response to cold
ZLC12G0030580	defense response
ZLC12G0030600	response to auxin
ZLC12G0030610	response to auxin
ZLC12G0030620	proteolysis
ZLC12G0030620	cellular process
ZLC12G0030630	defense response to other organism
ZLC12G0030630	DNA integration
ZLC12G0030630	cellular process
ZLC12G0030640	tRNA transcription by RNA polymerase III
ZLC12G0030640	protein transport
ZLC12G0030650	retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum
ZLC12G0030650	membrane fusion
ZLC12G0030660	transmembrane transport
ZLC12G0030680	system development
ZLC12G0030680	regulation of DNA-templated transcription
ZLC12G0030690	branched-chain amino acid catabolic process
ZLC12G0030700	branched-chain amino acid catabolic process
ZLC12G0030710	sulfate assimilation
ZLC12G0030710	phosphatidylinositol phosphate biosynthetic process
ZLC12G0030710	inositol phosphate metabolic process
ZLC12G0030720	protein ubiquitination
ZLC12G0030720	cellular process
ZLC12G0030730	endosperm cellularization
ZLC12G0030730	regulation of starch biosynthetic process
ZLC12G0030730	endosperm development
ZLC12G0030730	pollen germination
ZLC12G0030730	pollen development
ZLC12G0030730	embryo development ending in seed dormancy
ZLC12G0030730	nucleus localization
ZLC12G0030730	vacuole organization
ZLC12G0030730	regulation of programmed cell death
ZLC12G0030730	regulation of gene expression
ZLC12G0030740	methylation
ZLC12G0030740	cellular process
ZLC12G0030750	subtelomeric heterochromatin formation
ZLC12G0030770	microtubule cytoskeleton organization
ZLC12G0030770	mitotic cell cycle
ZLC12G0030780	potassium ion transmembrane transport
ZLC12G0030790	oligopeptide transmembrane transport
ZLC12G0030790	peptide transport
ZLC12G0030790	protein transport
ZLC12G0030800	defense response to other organism
ZLC12G0030800	DNA integration
ZLC12G0030800	cellular process
ZLC12G0030830	oligopeptide transmembrane transport
ZLC12G0030830	peptide transport
ZLC12G0030830	protein transport
ZLC12G0030840	defense response to other organism
ZLC12G0030840	DNA integration
ZLC12G0030840	cellular process
ZLC12G0030850	defense response to other organism
ZLC12G0030850	DNA integration
ZLC12G0030850	cellular process
ZLC12G0030870	positive regulation of translation
ZLC12G0030890	defense response to other organism
ZLC12G0030890	DNA integration
ZLC12G0030890	cellular process
ZLC12G0030910	response to salt stress
ZLC12G0030910	chromatin remodeling
ZLC12G0030910	defense response to bacterium
ZLC12G0030920	protein import into nucleus
ZLC12G0030920	heat acclimation
ZLC12G0030930	intracellular signal transduction
ZLC12G0030930	chromatin remodeling
ZLC12G0030940	methylation
ZLC12G0030940	cellular process
ZLC12G0030940	lipid biosynthetic process
ZLC12G0030950	cell division
ZLC12G0030980	intracellular calcium ion homeostasis
ZLC12G0030980	calcium ion transmembrane transport
ZLC08G0004780	Transcription factor
ZLC08G0006160	Transcription factor
ZLC08G0006260	Transcription factor
ZLC03G0012860	Transcription factor
ZLC03G0012890	Transcription factor
ZLC03G0013160	Transcription factor
ZLC04G0016900	Transcription factor
ZLC01G0040580	Transcription factor
ZLC01G0037510	Transcription factor
ZLC01G0037910	Transcription factor
ZLC04G0012390	Transcription factor
ZLC05G0010210	Transcription factor
ZLC11G0022460	Transcription factor
ZLC09G0017410	Transcription factor
ZLC04G0016680	Transcription factor
ZLC07G0006560	Transcription factor
ZLC01G0009380	Transcription factor
ZLC07G0013480	Transcription factor
ZLC07G0012800	Transcription factor
ZLC04G0027140	Transcription factor
ZLC04G0027160	Transcription factor
ZLC04G0014110	Transcription factor
ZLC01G0036630	Transcription factor
ZLC01G0036600	Transcription factor
ZLC01G0036420	Transcription factor
ZLC01G0037190	Transcription factor
ZLC01G0037370	Transcription factor
ZLC08G0005210	Transcription factor
ZLC07G0024850	Transcription factor
ZLC03G0031920	Transcription factor
ZLC12G0008870	Transcription factor
ZLC09G0023010	Transcription factor
ZLC08G0024460	Transcription factor
ZLC08G0024370	Transcription factor
ZLC08G0024330	Transcription factor
ZLC08G0024320	Transcription factor
ZLC08G0024310	Transcription factor
ZLC08G0024280	Transcription factor
ZLC08G0024130	Transcription factor
ZLC03G0032210	Transcription factor
ZLC07G0019540	Transcription factor
ZLC11G0021810	Transcription factor
ZLC09G0020980	Transcription factor
ZLC11G0007770	Transcription factor
ZLC08G0005190	Transcription factor
ZLC12G0024400	Transcription factor
ZLC03G0032150	Transcription factor
ZLC06G0014710	Transcription factor
ZLC06G0014790	Transcription factor
ZLC05G0019170	Transcription factor
ZLC09G0009900	Transcription factor
ZLC01G0044860	Transcription factor
ZLC04G0016580	Transcription factor
ZLC02G0023650	Transcription factor
ZLC08G0023900	Transcription factor
ZLC08G0023980	Transcription factor
ZLC08G0017250	Transcription factor
ZLC08G0017210	Transcription factor
ZLC08G0017180	Transcription factor
ZLC01G0021260	Transcription factor
ZLC03G0024210	Transcription factor
ZLC11G0008800	Transcription factor
ZLC11G0027120	Transcription factor
ZLC09G0018660	Transcription factor
ZLC09G0018670	Transcription factor
ZLC03G0045160	Transcription factor
ZLC08G0027120	Transcription factor
ZLC08G0027130	Transcription factor
ZLC11G0026840	Transcription factor
ZLC04G0028250	Transcription factor
ZLC08G0020090	Transcription factor
ZLC08G0019900	Transcription factor
ZLC01G0033420	Transcription factor
ZLC01G0009570	Transcription factor
ZLC12G0010260	Transcription factor
ZLC08G0016850	Transcription factor
ZLC03G0032610	Transcription factor
ZLC01G0009870	Transcription factor
ZLC07G0010530	Transcription factor
ZLC05G0004650	Transcription factor
ZLC05G0020430	Transcription factor
ZLC08G0026070	Transcription factor
ZLC08G0026100	Transcription factor
ZLC08G0026110	Transcription factor
ZLC08G0010310	Transcription factor
ZLC08G0010250	Transcription factor
ZLC08G0010220	Transcription factor
ZLC07G0015610	Transcription factor
ZLC08G0003320	Transcription factor
ZLC09G0021080	Transcription factor
ZLC06G0032630	Transcription factor
ZLC12G0010300	Transcription factor
ZLC08G0022530	Transcription factor
ZLC01G0037000	Transcription factor
ZLC01G0036870	Transcription factor
ZLC01G0036860	Transcription factor
ZLC01G0035890	Transcription factor
ZLC01G0035910	Transcription factor
ZLC01G0035920	Transcription factor
ZLC01G0035930	Transcription factor
ZLC01G0035940	Transcription factor
ZLC03G0031020	Transcription factor
ZLC06G0013620	Transcription factor
ZLC06G0013640	Transcription factor
ZLC07G0000730	Transcription factor
ZLC11G0009680	Transcription factor
ZLC02G0025490	Transcription factor
ZLC01G0010320	Transcription factor
ZLC09G0004350	Transcription factor
ZLC07G0019110	Transcription factor
ZLC08G0026440	Transcription factor
ZLC08G0026560	Transcription factor
ZLC04G0007720	Transcription factor
ZLC06G0032570	Transcription factor
ZLC09G0002980	Transcription factor
ZLC09G0002860	Transcription factor
ZLC03G0009600	Transcription factor
ZLC03G0009610	Transcription factor
ZLC03G0009620	Transcription factor
ZLC06G0013360	Transcription factor
ZLC05G0005430	Transcription factor
ZLC03G0015130	Transcription factor
ZLC02G0008270	Transcription factor
ZLC04G0006480	Transcription factor
ZLC08G0029290	Transcription factor
ZLC04G0009770	Transcription factor
ZLC01G0009740	Transcription factor
ZLC01G0009790	Transcription factor
ZLC10G0022660	Transcription factor
ZLC03G0002050	Transcription factor
ZLC03G0041630	Transcription factor
ZLC03G0031940	Transcription factor
ZLC08G0020350	Transcription factor
ZLC02G0019050	Transcription factor
ZLC03G0011920	Transcription factor
ZLC12G0026740	Transcription factor
ZLC08G0029150	Transcription factor
ZLC01G0012230	Transcription factor
ZLC06G0016320	Transcription factor
ZLC06G0005850	Transcription factor
ZLC12G0027170	Transcription factor
ZLC09G0004090	Transcription factor
ZLC09G0004190	Transcription factor
ZLC05G0020520	Transcription factor
ZLC05G0020630	Transcription factor
ZLC04G0015100	Transcription factor
ZLC07G0018930	Transcription factor
ZLC07G0018980	Transcription factor
ZLC12G0027300	Transcription factor
ZLC06G0005150	Transcription factor
ZLC01G0007900	Transcription factor
ZLC01G0036740	Transcription factor
ZLC03G0004180	Transcription factor
ZLC05G0025350	Transcription factor
ZLC05G0025340	Transcription factor
ZLC11G0025290	Transcription factor
ZLC11G0025300	Transcription factor
ZLC05G0002610	Transcription factor
ZLC06G0013530	Transcription factor
ZLC12G0022120	Transcription factor
ZLC01G0042000	Transcription factor
ZLC03G0038750	Transcription factor
ZLC11G0024540	Transcription factor
ZLC11G0024520	Transcription factor
ZLC01G0047290	Transcription factor
ZLC06G0022470	Transcription factor
ZLC09G0007060	Transcription factor
ZLC12G0022920	Transcription factor
ZLC02G0025400	Transcription factor
ZLC11G0025130	Transcription factor
ZLC04G0004780	Transcription factor
ZLC06G0018770	Transcription factor
ZLC07G0012280	Transcription factor
ZLC08G0019200	Transcription factor
ZLC08G0019170	Transcription factor
ZLC05G0025070	Transcription factor
ZLC11G0025080	Transcription factor
ZLC12G0021780	Transcription factor
ZLC03G0015360	Transcription factor
ZLC03G0015060	Transcription factor
ZLC08G0021440	Transcription factor
ZLC01G0010890	Transcription factor
ZLC01G0037450	Transcription factor
ZLC12G0021970	Transcription factor
ZLC01G0000270	Transcription factor
ZLC01G0000480	Transcription factor
ZLC01G0000530	Transcription factor
ZLC01G0000550	Transcription factor
ZLC01G0000750	Transcription factor
ZLC01G0000770	Transcription factor
ZLC01G0001110	Transcription factor
ZLC01G0001240	Transcription factor
ZLC01G0001790	Transcription factor
ZLC01G0001920	Transcription factor
ZLC01G0002110	Transcription factor
ZLC01G0002480	Transcription factor
ZLC01G0002490	Transcription factor
ZLC01G0002500	Transcription factor
ZLC01G0002510	Transcription factor
ZLC01G0002520	Transcription factor
ZLC01G0002540	Transcription factor
ZLC01G0002560	Transcription factor
ZLC01G0002600	Transcription factor
ZLC01G0002730	Transcription factor
ZLC01G0002860	Transcription factor
ZLC01G0003130	Transcription factor
ZLC01G0003160	Transcription factor
ZLC01G0004220	Transcription factor
ZLC01G0004380	Transcription factor
ZLC01G0004520	Transcription factor
ZLC01G0004720	Transcription factor
ZLC01G0004750	Transcription factor
ZLC01G0004770	Transcription factor
ZLC01G0005140	Transcription factor
ZLC01G0005270	Transcription factor
ZLC01G0006090	Transcription factor
ZLC01G0006300	Transcription factor
ZLC01G0006320	Transcription factor
ZLC01G0006980	Transcription factor
ZLC01G0007020	Transcription factor
ZLC01G0007050	Transcription factor
ZLC01G0007150	Transcription factor
ZLC01G0007180	Transcription factor
ZLC01G0007470	Transcription factor
ZLC01G0007480	Transcription factor
ZLC01G0007500	Transcription factor
ZLC01G0007540	Transcription factor
ZLC01G0007560	Transcription factor
ZLC01G0007630	Transcription factor
ZLC01G0008150	Transcription factor
ZLC01G0010050	Transcription factor
ZLC01G0010230	Transcription factor
ZLC01G0010330	Transcription factor
ZLC01G0010620	Transcription factor
ZLC01G0010640	Transcription factor
ZLC01G0011000	Transcription factor
ZLC01G0011090	Transcription factor
ZLC01G0011240	Transcription factor
ZLC01G0011400	Transcription factor
ZLC12G0020140	Transcription factor
ZLC01G0014050	Transcription factor
ZLC01G0014230	Transcription factor
ZLC01G0014840	Transcription factor
ZLC01G0015170	Transcription factor
ZLC01G0015200	Transcription factor
ZLC01G0016790	Transcription factor
ZLC01G0016140	Transcription factor
ZLC01G0016120	Transcription factor
ZLC01G0018250	Transcription factor
ZLC01G0019360	Transcription factor
ZLC01G0019340	Transcription factor
ZLC01G0019590	Transcription factor
ZLC01G0019600	Transcription factor
ZLC01G0019610	Transcription factor
ZLC01G0019670	Transcription factor
ZLC01G0019680	Transcription factor
ZLC01G0019710	Transcription factor
ZLC01G0006690	Transcription factor
ZLC08G0005170	Transcription factor
ZLC01G0019860	Transcription factor
ZLC01G0019930	Transcription factor
ZLC01G0020180	Transcription factor
ZLC05G0023620	Transcription factor
ZLC11G0002620	Transcription factor
ZLC01G0020730	Transcription factor
ZLC01G0022160	Transcription factor
ZLC01G0021020	Transcription factor
ZLC10G0022230	Transcription factor
ZLC01G0024550	Transcription factor
ZLC01G0024600	Transcription factor
ZLC01G0024740	Transcription factor
ZLC01G0025030	Transcription factor
ZLC01G0025220	Transcription factor
ZLC01G0025260	Transcription factor
ZLC01G0025820	Transcription factor
ZLC01G0021480	Transcription factor
ZLC01G0016000	Transcription factor
ZLC01G0015850	Transcription factor
ZLC01G0015420	Transcription factor
ZLC01G0015360	Transcription factor
ZLC08G0026820	Transcription factor
ZLC08G0026850	Transcription factor
ZLC08G0026920	Transcription factor
ZLC08G0027110	Transcription factor
ZLC01G0026620	Transcription factor
ZLC01G0026320	Transcription factor
ZLC01G0026740	Transcription factor
ZLC01G0026700	Transcription factor
ZLC01G0026840	Transcription factor
ZLC03G0016470	Transcription factor
ZLC01G0029060	Transcription factor
ZLC01G0029140	Transcription factor
ZLC01G0025780	Transcription factor
ZLC01G0029370	Transcription factor
ZLC01G0029610	Transcription factor
ZLC01G0029630	Transcription factor
ZLC01G0029640	Transcription factor
ZLC01G0022910	Transcription factor
ZLC01G0029870	Transcription factor
ZLC01G0030070	Transcription factor
ZLC01G0030350	Transcription factor
ZLC01G0030650	Transcription factor
ZLC01G0031600	Transcription factor
ZLC01G0032370	Transcription factor
ZLC01G0032380	Transcription factor
ZLC01G0032420	Transcription factor
ZLC01G0033660	Transcription factor
ZLC01G0034130	Transcription factor
ZLC01G0034200	Transcription factor
ZLC01G0034210	Transcription factor
ZLC01G0034560	Transcription factor
ZLC01G0035250	Transcription factor
ZLC01G0036350	Transcription factor
ZLC01G0036190	Transcription factor
ZLC01G0036080	Transcription factor
ZLC01G0036050	Transcription factor
ZLC01G0035480	Transcription factor
ZLC01G0040680	Transcription factor
ZLC02G0023490	Transcription factor
ZLC01G0041450	Transcription factor
ZLC01G0041140	Transcription factor
ZLC01G0020010	Transcription factor
ZLC01G0039490	Transcription factor
ZLC01G0013070	Transcription factor
ZLC01G0041790	Transcription factor
ZLC01G0041870	Transcription factor
ZLC01G0041880	Transcription factor
ZLC01G0041890	Transcription factor
ZLC01G0043860	Transcription factor
ZLC01G0044270	Transcription factor
ZLC01G0042320	Transcription factor
ZLC08G0022510	Transcription factor
ZLC08G0022500	Transcription factor
ZLC12G0021800	Transcription factor
ZLC08G0022470	Transcription factor
ZLC08G0022110	Transcription factor
ZLC08G0022060	Transcription factor
ZLC08G0021830	Transcription factor
ZLC08G0021620	Transcription factor
ZLC01G0039320	Transcription factor
ZLC01G0041480	Transcription factor
ZLC01G0042740	Transcription factor
ZLC01G0043180	Transcription factor
ZLC01G0046160	Transcription factor
ZLC01G0046180	Transcription factor
ZLC01G0046190	Transcription factor
ZLC01G0046200	Transcription factor
ZLC01G0046210	Transcription factor
ZLC01G0045290	Transcription factor
ZLC01G0046790	Transcription factor
ZLC01G0046800	Transcription factor
ZLC01G0046810	Transcription factor
ZLC01G0046850	Transcription factor
ZLC01G0046930	Transcription factor
ZLC01G0046960	Transcription factor
ZLC01G0046990	Transcription factor
ZLC01G0047070	Transcription factor
ZLC01G0047120	Transcription factor
ZLC01G0047170	Transcription factor
ZLC07G0026620	Transcription factor
ZLC02G0008230	Transcription factor
ZLC02G0011210	Transcription factor
ZLC02G0010840	Transcription factor
ZLC02G0010790	Transcription factor
ZLC04G0014140	Transcription factor
ZLC02G0007470	Transcription factor
ZLC02G0006160	Transcription factor
ZLC02G0006190	Transcription factor
ZLC02G0006040	Transcription factor
ZLC02G0030630	Transcription factor
ZLC02G0005500	Transcription factor
ZLC02G0005560	Transcription factor
ZLC02G0004890	Transcription factor
ZLC02G0000810	Transcription factor
ZLC02G0002040	Transcription factor
ZLC02G0001120	Transcription factor
ZLC02G0000530	Transcription factor
ZLC02G0001610	Transcription factor
ZLC02G0016810	Transcription factor
ZLC02G0016680	Transcription factor
ZLC02G0016560	Transcription factor
ZLC02G0016550	Transcription factor
ZLC02G0016540	Transcription factor
ZLC02G0016530	Transcription factor
ZLC02G0016380	Transcription factor
ZLC02G0001440	Transcription factor
ZLC02G0011490	Transcription factor
ZLC02G0011610	Transcription factor
ZLC02G0003310	Transcription factor
ZLC02G0003210	Transcription factor
ZLC02G0003140	Transcription factor
ZLC02G0003120	Transcription factor
ZLC02G0003110	Transcription factor
ZLC02G0004640	Transcription factor
ZLC02G0003890	Transcription factor
ZLC02G0003730	Transcription factor
ZLC02G0003770	Transcription factor
ZLC02G0002770	Transcription factor
ZLC02G0002780	Transcription factor
ZLC02G0002830	Transcription factor
ZLC02G0002990	Transcription factor
ZLC02G0000100	Transcription factor
ZLC02G0000060	Transcription factor
ZLC02G0000260	Transcription factor
ZLC02G0000140	Transcription factor
ZLC03G0016390	Transcription factor
ZLC02G0005020	Transcription factor
ZLC02G0006130	Transcription factor
ZLC02G0006720	Transcription factor
ZLC02G0006800	Transcription factor
ZLC02G0006090	Transcription factor
ZLC02G0007980	Transcription factor
ZLC02G0008000	Transcription factor
ZLC02G0008030	Transcription factor
ZLC02G0008050	Transcription factor
ZLC02G0008070	Transcription factor
ZLC02G0033690	Transcription factor
ZLC02G0008090	Transcription factor
ZLC02G0008940	Transcription factor
ZLC02G0011430	Transcription factor
ZLC02G0030290	Transcription factor
ZLC02G0030310	Transcription factor
ZLC02G0030330	Transcription factor
ZLC02G0013100	Transcription factor
ZLC02G0013370	Transcription factor
ZLC02G0014290	Transcription factor
ZLC02G0014650	Transcription factor
ZLC02G0014660	Transcription factor
ZLC02G0014710	Transcription factor
ZLC02G0014910	Transcription factor
ZLC02G0015460	Transcription factor
ZLC02G0015620	Transcription factor
ZLC02G0015680	Transcription factor
ZLC02G0015790	Transcription factor
ZLC02G0030210	Transcription factor
ZLC02G0030100	Transcription factor
ZLC02G0029910	Transcription factor
ZLC02G0029890	Transcription factor
ZLC02G0029800	Transcription factor
ZLC02G0029620	Transcription factor
ZLC02G0017590	Transcription factor
ZLC02G0017580	Transcription factor
ZLC02G0017570	Transcription factor
ZLC02G0017460	Transcription factor
ZLC02G0017430	Transcription factor
ZLC02G0017420	Transcription factor
ZLC02G0017300	Transcription factor
ZLC02G0017080	Transcription factor
ZLC02G0016980	Transcription factor
ZLC02G0016960	Transcription factor
ZLC02G0018710	Transcription factor
ZLC02G0018180	Transcription factor
ZLC02G0018110	Transcription factor
ZLC02G0017880	Transcription factor
ZLC02G0019420	Transcription factor
ZLC02G0019750	Transcription factor
ZLC02G0019890	Transcription factor
ZLC02G0020340	Transcription factor
ZLC02G0020380	Transcription factor
ZLC02G0020530	Transcription factor
ZLC01G0013390	Transcription factor
ZLC02G0020580	Transcription factor
ZLC02G0020760	Transcription factor
ZLC02G0020890	Transcription factor
ZLC02G0021340	Transcription factor
ZLC02G0021350	Transcription factor
ZLC02G0021500	Transcription factor
ZLC02G0021730	Transcription factor
ZLC02G0021850	Transcription factor
ZLC02G0022380	Transcription factor
ZLC02G0022890	Transcription factor
ZLC02G0022990	Transcription factor
ZLC02G0023680	Transcription factor
ZLC02G0023630	Transcription factor
ZLC02G0023510	Transcription factor
ZLC02G0023500	Transcription factor
ZLC01G0040640	Transcription factor
ZLC02G0021940	Transcription factor
ZLC02G0024630	Transcription factor
ZLC02G0025210	Transcription factor
ZLC02G0025520	Transcription factor
ZLC02G0025570	Transcription factor
ZLC02G0025610	Transcription factor
ZLC02G0025660	Transcription factor
ZLC02G0025830	Transcription factor
ZLC02G0025850	Transcription factor
ZLC02G0026230	Transcription factor
ZLC02G0026250	Transcription factor
ZLC02G0026280	Transcription factor
ZLC02G0026350	Transcription factor
ZLC02G0026390	Transcription factor
ZLC02G0026550	Transcription factor
ZLC02G0026600	Transcription factor
ZLC02G0026780	Transcription factor
ZLC02G0026800	Transcription factor
ZLC02G0026810	Transcription factor
ZLC02G0026830	Transcription factor
ZLC02G0027150	Transcription factor
ZLC02G0027740	Transcription factor
ZLC02G0027750	Transcription factor
ZLC02G0028110	Transcription factor
ZLC02G0028230	Transcription factor
ZLC02G0028340	Transcription factor
ZLC02G0028430	Transcription factor
ZLC02G0028440	Transcription factor
ZLC02G0028450	Transcription factor
ZLC02G0028560	Transcription factor
ZLC02G0028640	Transcription factor
ZLC02G0028710	Transcription factor
ZLC02G0028730	Transcription factor
ZLC02G0028760	Transcription factor
ZLC02G0029200	Transcription factor
ZLC02G0029190	Transcription factor
ZLC02G0029010	Transcription factor
ZLC02G0030390	Transcription factor
ZLC02G0030640	Transcription factor
ZLC02G0030760	Transcription factor
ZLC02G0030820	Transcription factor
ZLC02G0030870	Transcription factor
ZLC02G0031100	Transcription factor
ZLC02G0031260	Transcription factor
ZLC02G0031620	Transcription factor
ZLC02G0031630	Transcription factor
ZLC02G0031640	Transcription factor
ZLC02G0031700	Transcription factor
ZLC02G0032250	Transcription factor
ZLC02G0032260	Transcription factor
ZLC02G0032270	Transcription factor
ZLC02G0032570	Transcription factor
ZLC02G0032910	Transcription factor
ZLC02G0032950	Transcription factor
ZLC02G0033320	Transcription factor
ZLC02G0033350	Transcription factor
ZLC02G0033470	Transcription factor
ZLC02G0033480	Transcription factor
ZLC02G0033600	Transcription factor
ZLC02G0033700	Transcription factor
ZLC02G0033750	Transcription factor
ZLC02G0033830	Transcription factor
ZLC02G0033860	Transcription factor
ZLC02G0034250	Transcription factor
ZLC02G0034260	Transcription factor
ZLC02G0034620	Transcription factor
ZLC02G0035010	Transcription factor
ZLC02G0035250	Transcription factor
ZLC02G0035560	Transcription factor
ZLC02G0035570	Transcription factor
ZLC02G0035690	Transcription factor
ZLC02G0036080	Transcription factor
ZLC02G0036660	Transcription factor
ZLC02G0036790	Transcription factor
ZLC02G0036830	Transcription factor
ZLC02G0036890	Transcription factor
ZLC02G0037040	Transcription factor
ZLC02G0037100	Transcription factor
ZLC03G0042770	Transcription factor
ZLC03G0042690	Transcription factor
ZLC03G0042420	Transcription factor
ZLC03G0041260	Transcription factor
ZLC03G0040850	Transcription factor
ZLC03G0040890	Transcription factor
ZLC04G0003130	Transcription factor
ZLC03G0045760	Transcription factor
ZLC03G0038370	Transcription factor
ZLC03G0038400	Transcription factor
ZLC03G0038410	Transcription factor
ZLC03G0038420	Transcription factor
ZLC03G0037610	Transcription factor
ZLC03G0037940	Transcription factor
ZLC03G0037840	Transcription factor
ZLC03G0036730	Transcription factor
ZLC03G0036460	Transcription factor
ZLC03G0000980	Transcription factor
ZLC03G0001020	Transcription factor
ZLC03G0034850	Transcription factor
ZLC03G0034880	Transcription factor
ZLC03G0033830	Transcription factor
ZLC03G0033790	Transcription factor
ZLC03G0033780	Transcription factor
ZLC03G0033760	Transcription factor
ZLC03G0033680	Transcription factor
ZLC03G0033560	Transcription factor
ZLC08G0002320	Transcription factor
ZLC03G0031800	Transcription factor
ZLC03G0030830	Transcription factor
ZLC03G0030800	Transcription factor
ZLC03G0028690	Transcription factor
ZLC03G0030440	Transcription factor
ZLC03G0027180	Transcription factor
ZLC03G0026890	Transcription factor
ZLC03G0026920	Transcription factor
ZLC03G0026780	Transcription factor
ZLC03G0029000	Transcription factor
ZLC03G0025890	Transcription factor
ZLC03G0027060	Transcription factor
ZLC03G0027070	Transcription factor
ZLC03G0027120	Transcription factor
ZLC03G0026120	Transcription factor
ZLC03G0027990	Transcription factor
ZLC03G0029470	Transcription factor
ZLC03G0025180	Transcription factor
ZLC03G0024000	Transcription factor
ZLC03G0023300	Transcription factor
ZLC03G0023450	Transcription factor
ZLC03G0023390	Transcription factor
ZLC03G0023720	Transcription factor
ZLC03G0023750	Transcription factor
ZLC03G0024150	Transcription factor
ZLC03G0023840	Transcription factor
ZLC03G0023960	Transcription factor
ZLC03G0024300	Transcription factor
ZLC03G0022400	Transcription factor
ZLC03G0022010	Transcription factor
ZLC03G0021060	Transcription factor
ZLC03G0020990	Transcription factor
ZLC03G0020970	Transcription factor
ZLC03G0020300	Transcription factor
ZLC03G0020280	Transcription factor
ZLC03G0020020	Transcription factor
ZLC03G0019780	Transcription factor
ZLC03G0019730	Transcription factor
ZLC03G0019410	Transcription factor
ZLC03G0018830	Transcription factor
ZLC03G0019270	Transcription factor
ZLC03G0018120	Transcription factor
ZLC03G0018000	Transcription factor
ZLC03G0017410	Transcription factor
ZLC03G0017060	Transcription factor
ZLC03G0016810	Transcription factor
ZLC03G0016800	Transcription factor
ZLC03G0016640	Transcription factor
ZLC03G0016630	Transcription factor
ZLC03G0016540	Transcription factor
ZLC03G0016510	Transcription factor
ZLC03G0015260	Transcription factor
ZLC03G0014910	Transcription factor
ZLC03G0014860	Transcription factor
ZLC03G0014590	Transcription factor
ZLC03G0014340	Transcription factor
ZLC03G0014270	Transcription factor
ZLC03G0014260	Transcription factor
ZLC03G0014140	Transcription factor
ZLC03G0014130	Transcription factor
ZLC03G0013980	Transcription factor
ZLC06G0010950	Transcription factor
ZLC03G0021560	Transcription factor
ZLC03G0012470	Transcription factor
ZLC03G0012100	Transcription factor
ZLC03G0012180	Transcription factor
ZLC03G0012280	Transcription factor
ZLC03G0010940	Transcription factor
ZLC03G0010990	Transcription factor
ZLC03G0011120	Transcription factor
ZLC03G0011140	Transcription factor
ZLC03G0011270	Transcription factor
ZLC03G0011400	Transcription factor
ZLC03G0011420	Transcription factor
ZLC03G0011630	Transcription factor
ZLC03G0011730	Transcription factor
ZLC03G0010700	Transcription factor
ZLC03G0010230	Transcription factor
ZLC03G0009400	Transcription factor
ZLC03G0009300	Transcription factor
ZLC03G0009770	Transcription factor
ZLC03G0009960	Transcription factor
ZLC03G0010170	Transcription factor
ZLC03G0008900	Transcription factor
ZLC03G0008890	Transcription factor
ZLC03G0008810	Transcription factor
ZLC03G0008370	Transcription factor
ZLC03G0008300	Transcription factor
ZLC03G0008230	Transcription factor
ZLC03G0008220	Transcription factor
ZLC03G0006430	Transcription factor
ZLC03G0005620	Transcription factor
ZLC03G0005700	Transcription factor
ZLC03G0005710	Transcription factor
ZLC03G0005790	Transcription factor
ZLC03G0005820	Transcription factor
ZLC03G0005870	Transcription factor
ZLC03G0005940	Transcription factor
ZLC03G0005950	Transcription factor
ZLC03G0005980	Transcription factor
ZLC03G0007950	Transcription factor
ZLC03G0007680	Transcription factor
ZLC03G0007330	Transcription factor
ZLC03G0007120	Transcription factor
ZLC03G0007040	Transcription factor
ZLC03G0006960	Transcription factor
ZLC03G0006650	Transcription factor
ZLC03G0005250	Transcription factor
ZLC03G0004940	Transcription factor
ZLC03G0004450	Transcription factor
ZLC03G0004430	Transcription factor
ZLC03G0004140	Transcription factor
ZLC03G0003940	Transcription factor
ZLC03G0003900	Transcription factor
ZLC03G0003870	Transcription factor
ZLC03G0003840	Transcription factor
ZLC03G0003010	Transcription factor
ZLC03G0002950	Transcription factor
ZLC03G0002730	Transcription factor
ZLC03G0002670	Transcription factor
ZLC03G0002650	Transcription factor
ZLC03G0034650	Transcription factor
ZLC03G0001340	Transcription factor
ZLC03G0001360	Transcription factor
ZLC03G0001430	Transcription factor
ZLC03G0002230	Transcription factor
ZLC03G0001780	Transcription factor
